,orig_index,raw_name,Manufacturer,Source,Head Size,Length,Strung Weight,Balance,Swingweight,Beam Width,Tip/Shaft,Composition,Power Level,Stiffness,String Pattern,Main Skip,String Tension,tw_url,Merged Beam Width,Balance (pts),Head Size (in),Strung Weight (oz),Beam Width (avg. mm),Power Level (0-2),Length (in),String Tension (avg. lbs.),Mains,Crosses,String Density (X/in2),ID,Distance,Model,url,Current/Old Models,link,Head Size (in) jittered,Strung Weight (oz) jittered,Beam Width (avg. mm) jittered,Balance (pts) jittered,String Density (X/in2) jittered,Swingweight jittered,Stiffness jittered,Head Size (in) normed,Strung Weight (oz) normed,Balance (pts) normed,Stiffness normed,Beam Width (avg. mm) normed,String Density (X/in2) normed,Swingweight normed,Name
495,547,Gamma RZR 100 T,Gamma,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,1pts HL,351.0,26.0mm,25.0mm / 23.0mm,100% Graphite,High,75.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,26.0mm/25.0mm / 23.0mm,-1,100.0,11.9,24.666666666666668,2.0,27.0,58.5,16.0,18.0,2.88,495,0.0,RZR 100 T,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100+T,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100+T),100.0706264681073,11.904018123363599,24.834125021141254,-0.5683143581386905,2.9119981570879894,351.03998621723645,75.05486903643444,0.0,0.7333333333333331,0.2857142857142857,1.5,0.33333333333333365,-0.5,1.736842105263158,Gamma RZR 100 T
496,548,Gamma RZR 100,Gamma,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.80 oz / 306 g,2pts HL,307.0,26.0mm,25.0mm / 23.0mm,100% Graphite,Medium-High,73.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,26.0mm/25.0mm / 23.0mm,-2,100.0,10.8,24.666666666666668,1.5,27.0,58.5,16.0,18.0,2.88,496,0.0,RZR 100,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100),99.56943806321168,10.813795056130925,25.04944174478843,-1.6244907795045833,2.8536414865313,306.5888358610664,72.5421062837982,0.0,0.0,0.14285714285714285,1.1666666666666667,0.33333333333333365,-0.5,-0.5789473684210527,Gamma RZR 100
497,549,Gamma RZR 110,Gamma,TWRF,110 sq. in. / 710 sq. cm.,27.25 inches / 69.22 cm,10.20 oz / 289 g,3pts HH,313.0,26.0mm,25.0mm / 23.0mm,100% Graphite,Medium-High,66.0,16 Mains/19 Crosses,"7T,9T,7H,9H",55-62,,26.0mm/25.0mm / 23.0mm,3,110.0,10.2,24.666666666666668,1.5,27.25,58.5,16.0,19.0,2.7636363636363637,497,0.0,RZR 110,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+110,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+110),109.64784902139495,10.17735833054084,25.12963554165967,2.836290867433624,2.721817814405559,313.03423782840997,65.64482585112958,1.4285714285714286,-0.40000000000000097,0.8571428571428571,0.0,0.33333333333333365,-0.8636363636363629,-0.2631578947368421,Gamma RZR 110
498,550,Gamma RZR 98 T,Gamma,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,4pts HL,356.0,22.0mm,22.0mm / 22.0mm,100% Graphite,Medium-High,62.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,22.0mm/22.0mm / 22.0mm,-4,98.0,12.1,22.0,1.5,27.0,58.5,16.0,18.0,2.938775510204082,498,0.0,RZR 98 T,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98+T,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98+T),98.20440443885764,12.07235118861273,22.027033543671592,-3.859318149319595,2.937460350567113,355.8588600140369,61.682668386950304,-0.2857142857142857,0.8666666666666659,-0.14285714285714285,-0.6666666666666666,-0.42857142857142855,-0.31632653061224425,2.0,Gamma RZR 98 T
499,551,Gamma RZR 98,Gamma,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,3pts HL,317.0,22.0mm,23.0mm / 23.0mm,100% Graphite,Medium,57.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,22.0mm/23.0mm / 23.0mm,-3,98.0,11.2,22.666666666666668,1.0,27.0,58.5,16.0,18.0,2.938775510204082,499,0.0,RZR 98,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98),98.31088266517297,11.15268163985616,22.873923437336515,-3.2745500148555635,2.9640546141134094,317.40595469844334,56.60797226649647,-0.2857142857142857,0.2666666666666657,0.0,-1.5,-0.23809523809523775,-0.31632653061224425,-0.05263157894736842,Gamma RZR 98
500,552,Gamma RZR Bubba Racquets,Gamma,TWRF,137 sq. in. / 884 sq. cm.,29.00 inches / 73.66 cm,10.40 oz / 295 g,7pts HH,412.0,24.0mm,22.0mm / 22.0mm,100% Graphite,High,64.0,18 Mains/21 Crosses,"7T,9T,11T & 9H",50-65,http://www.tennis-warehouse.com/descpage-BUBBA.html,24.0mm/22.0mm / 22.0mm,7,137.0,10.4,22.666666666666668,2.0,29.0,57.5,18.0,21.0,2.759124087591241,500,0.0,RZR Bubba Racquets,http://www.tennis-warehouse.com/descpage-BUBBA.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-BUBBA.html),137.08443774610546,10.350295848921496,22.251979864634613,7.19185647536907,2.752780316766979,412.14876344990574,64.02594048224904,5.285714285714286,-0.2666666666666669,1.4285714285714286,-0.3333333333333333,-0.23809523809523775,-0.8777372262773717,4.947368421052632,Gamma RZR Bubba Racquets
501,553,Gamma RZR 95,Gamma,TWRF,95 sq. in. / 613 sq. cm.,27.00 inches / 68.58 cm,11.50 oz / 326 g,8pts HL,303.0,20.0mm,20.0mm / 21.0mm,Graphite & Texalium,Low-Medium,65.0,16 Mains/18 Crosses,7T 9T 7H 9H,52-62,,20.0mm/20.0mm / 21.0mm,-8,95.0,11.5,20.333333333333332,0.5,27.0,57.0,16.0,18.0,3.031578947368421,501,0.0,RZR 95,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+95,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+95),94.99717728868889,11.514611640349676,20.156407941029855,-7.549062602428466,3.070131712420073,303.19376062689935,64.99119896958325,-0.7142857142857143,0.4666666666666662,-0.7142857142857143,-0.16666666666666666,-0.9047619047619051,-0.02631578947368399,-0.7894736842105263,Gamma RZR 95
502,554,Gamma RZR 105,Gamma,TWRF,105 sq. in. / 677 sq. cm.,27.25 inches / 69.22 cm,10.60 oz / 300 g,1pts HL,322.0,26.0mm,24.0mm / 23.0mm,Graphite,Medium,67.0,16 Mains/19 Crosses,7T 9T 7H 9H,52-62,,26.0mm/24.0mm / 23.0mm,-1,105.0,10.6,24.333333333333332,1.0,27.25,57.0,16.0,19.0,2.895238095238095,502,0.0,RZR 105,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+105,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+105),104.65085642686024,10.569610473808446,24.533086403793412,-0.8868651024781303,2.8725385778202384,322.43413726000955,66.7227742758642,0.7142857142857143,-0.13333333333333405,0.2857142857142857,0.16666666666666666,0.23809523809523775,-0.45238095238095233,0.21052631578947367,Gamma RZR 105
503,555,Gamma RZR 100 M,Gamma,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,3pts HL,324.0,25.5mm,24.0mm / 22.0mm,Graphite,Low-Medium,67.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,25.5mm/24.0mm / 22.0mm,-3,100.0,11.2,23.833333333333332,0.5,27.0,58.5,16.0,18.0,2.88,503,0.0,RZR 100 M,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100+M,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+100+M),100.48746957487447,11.200128487088731,23.684591641131366,-2.949892548609413,2.9299274851478794,324.0722772802873,67.176877627294,0.0,0.2666666666666657,0.0,0.16666666666666666,0.0952380952380949,-0.5,0.3157894736842105,Gamma RZR 100 M
504,556,Gamma RZR 98 M,Gamma,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.40 oz / 323 g,6pts HL,319.0,22.0mm,22.0mm / 22.0mm,Graphite,Low-Medium,59.0,16 Mains/18 Crosses,"7T,9T,7H,9H",55-62,,22.0mm/22.0mm / 22.0mm,-6,98.0,11.4,22.0,0.5,27.0,58.5,16.0,18.0,2.938775510204082,504,0.0,RZR 98 M,https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98+M,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gamma+RZR+98+M),98.11291175517889,11.443300696959806,22.42146497555749,-5.828645978291949,2.9285028375126005,319.41393188585783,58.93056240593663,-0.2857142857142857,0.39999999999999974,-0.42857142857142855,-1.1666666666666667,-0.42857142857142855,-0.31632653061224425,0.05263157894736842,Gamma RZR 98 M
505,557,Gamma RZR Bubba 117,Gamma,TWRF,117 sq. in. / 755 sq. cm.,27.25 inches / 69.22 cm,9.30 oz / 264 g,7pts HH,313.0,23.5mm,22.0mm / 22.5mm,Graphite,Medium-High,62.0,16 Mains/19 Crosses,"6T, 8T, 10T, 8H",55-65,http://www.tennis-warehouse.com/descpage-BUBBA.html,23.5mm/22.0mm / 22.5mm,7,117.0,9.3,22.666666666666668,1.5,27.25,60.0,16.0,19.0,2.5982905982905984,505,0.0,RZR Bubba 117,http://www.tennis-warehouse.com/descpage-BUBBA.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-BUBBA.html),116.59271682067134,9.32582230718544,22.882892873977525,7.496503841377627,2.601904894442721,313.1604922795336,62.02663715678679,2.4285714285714284,-1.0,1.4285714285714286,-0.6666666666666666,-0.23809523809523775,-1.380341880341879,-0.2631578947368421,Gamma RZR Bubba 117
506,559,Gosen Secret Carbon Lite Midplus,Gosen,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,9.80 oz / 278 g,3pts HH,296.0,0.0mm,25.0mm / 26.0mm,100% Graphite,Medium,76.0,16 Mains/18 Crosses,"7T,9T,7H,9H",50-60,,0.0mm/25.0mm / 26.0mm,3,100.0,9.8,25.5,1.0,27.0,55.0,16.0,18.0,2.88,506,0.0,Secret Carbon Lite Midplus,https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Lite+Midplus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Lite+Midplus),99.81775586202092,9.782581136569686,25.552952518930187,3.4962920222655174,2.849400179460441,296.1373628682561,76.32641939173486,0.0,-0.6666666666666666,0.8571428571428571,1.6666666666666667,0.5714285714285714,-0.5,-1.1578947368421053,Gosen Secret Carbon Lite Midplus
507,560,Gosen Secret Carbon Lite Oversize ,Gosen,TWRF,110 sq. in. / 710 sq. cm.,27.50 inches / 69.85 cm,9.70 oz / 275 g,2pts HH,305.0,0.0mm,25.0mm / 26.0mm,100% Graphite,Medium,69.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-60,,0.0mm/25.0mm / 26.0mm,2,110.0,9.7,25.5,1.0,27.5,55.0,16.0,19.0,2.7636363636363637,507,0.0,Secret Carbon Lite Oversize,https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Lite+Oversize+,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Lite+Oversize+),110.1782287596941,9.745180501924299,25.215166749949393,2.015660744695414,2.7278477611744387,305.18097324062273,68.54785666256949,1.4285714285714286,-0.7333333333333343,0.7142857142857143,0.5,0.5714285714285714,-0.8636363636363629,-0.6842105263157895,Gosen Secret Carbon Lite Oversize 
508,561,Gosen Secret Carbon Midplus,Gosen,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,12.60 oz / 357 g,9pts HL,323.0,0.0mm,25.0mm / 26.0mm,100% Graphite,Medium-High,80.0,16 Mains/18 Crosses,"7T,9T,7H,9H",50-60,,0.0mm/25.0mm / 26.0mm,-9,100.0,12.6,25.5,1.5,27.0,55.0,16.0,18.0,2.88,508,0.0,Secret Carbon Midplus,https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Midplus,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Gosen+Secret+Carbon+Midplus),100.47523713542164,12.568430247825294,25.199647085988524,-9.266990017813436,2.9097643109426423,322.90646830336567,79.52148296169727,0.0,1.1999999999999993,-0.8571428571428571,2.3333333333333335,0.5714285714285714,-0.5,0.2631578947368421,Gosen Secret Carbon Midplus
509,564,Head Graphene XT Prestige Rev Pro,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,11.00 oz / 312 g,6pts HL,325.0,20.0mm,20.0mm / 20.0mm,Graphite/Graphene,,59.0,16 Mains/19 Crosses,"8T, 8H",48-57,,20.0mm/20.0mm / 20.0mm,-6,93.0,11.0,20.0,9999.9999,27.0,52.5,16.0,19.0,3.2688172043010755,509,0.0,Graphene XT Prestige Rev Pro,https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+XT+Prestige+Rev+Pro,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+XT+Prestige+Rev+Pro),93.248648590168,10.974029005882858,20.164208329911098,-6.439675982568981,3.310492543050028,325.1709681365336,59.075268240100954,-1.0,0.13333333333333286,-0.42857142857142855,-1.1666666666666667,-1.0,0.7150537634408601,0.3684210526315789,Head Graphene XT Prestige Rev Pro
510,565,Head Liquidmetal Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.30 oz / 349 g,7pts HL,340.0,19.0mm,19.0mm / 19.0mm,LiquidMetal Titanium / Graphite and Piezzo Electric Fibers,Low,61.0,18 Mains/20 Crosses,"8T,10T,8H,10H",52-62,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.3,19.0,0.0,27.0,57.0,18.0,20.0,3.870967741935484,510,0.0,Liquidmetal Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=Head+Liquidmetal+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Liquidmetal+Prestige+Mid),92.73624478014614,12.34162631159407,19.2409205822464,-6.884849597068172,3.920916207049918,339.6684575702601,61.136155440449244,-1.0,1.0,-0.5714285714285714,-0.8333333333333334,-1.2857142857142858,2.5967741935483852,1.1578947368421053,Head Liquidmetal Prestige Mid
511,566,Head Microgel Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.20 oz / 346 g,7pts HL,328.0,19.0mm,19.0mm / 19.0mm,Microgel / Graphite,Low,63.0,18 Mains/20 Crosses,"8T,10T,8H,10H",52-62,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.2,19.0,0.0,27.0,57.0,18.0,20.0,3.870967741935484,511,0.0,Microgel Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=Head+Microgel+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Microgel+Prestige+Mid),92.53221433525975,12.155099166071171,18.732009962237605,-7.173095684829031,3.8316791385802227,328.36399375448497,62.64382242232557,-1.0,0.9333333333333323,-0.5714285714285714,-0.5,-1.2857142857142858,2.5967741935483852,0.5263157894736842,Head Microgel Prestige Mid
512,567,Head Flexpoint Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.20 oz / 346 g,7pts HL,323.0,19.0mm,19.0mm / 19.0mm,LiquidMetal Titanium / Graphite,Low,65.0,18 Mains/20 Crosses,"8T,10T,8H,10H",52-62,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.2,19.0,0.0,27.0,57.0,18.0,20.0,3.870967741935484,512,0.0,Flexpoint Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=Head+Flexpoint+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Flexpoint+Prestige+Mid),92.91297946832456,12.155004465962685,19.454085546182515,-7.456331155221261,3.834479323883716,322.7412736890813,65.1872287885982,-1.0,0.9333333333333323,-0.5714285714285714,-0.16666666666666666,-1.2857142857142858,2.5967741935483852,0.2631578947368421,Head Flexpoint Prestige Mid
513,568,Head Classic Tour Midsize,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,6pts HL,320.0,19.0mm,19.0mm / 19.0mm,Graphite,Low,59.0,18 Mains/20 Crosses,"8T,10T,8H,10H",48-58,,19.0mm/19.0mm / 19.0mm,-6,93.0,12.1,19.0,0.0,27.0,53.0,18.0,20.0,3.870967741935484,513,0.0,Classic Tour Midsize,https://www.ebay.com/sch/i.html?_nkw=Head+Classic+Tour+Midsize,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Classic+Tour+Midsize),93.13051719421524,12.079974554553786,19.248596560535297,-5.767981138072954,3.848747077753115,319.7265802125396,58.71529594207552,-1.0,0.8666666666666659,-0.42857142857142855,-1.1666666666666667,-1.2857142857142858,2.5967741935483852,0.10526315789473684,Head Classic Tour Midsize
514,569,Head Intelligence I.Prestige Midsize,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,5pts HL,320.0,19.0mm,19.0mm / 19.0mm,Graphite Composite w / Piezzo Electric Fibers in Shaft,Low,60.0,18 Mains/20 Crosses,"8T,10T,8H,10H",48-58,,19.0mm/19.0mm / 19.0mm,-5,93.0,12.1,19.0,0.0,27.0,53.0,18.0,20.0,3.870967741935484,514,0.0,Intelligence I.Prestige Midsize,https://www.ebay.com/sch/i.html?_nkw=Head+Intelligence+I.Prestige+Midsize,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Intelligence+I.Prestige+Midsize),92.74220639098472,12.14639348209621,18.591089651740017,-5.037422401200373,3.900022227125931,319.7955617338106,60.31762309822108,-1.0,0.8666666666666659,-0.2857142857142857,-1.0,-1.2857142857142858,2.5967741935483852,0.10526315789473684,Head Intelligence I.Prestige Midsize
515,570,Head Premier Tour ,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,4pts HL,329.0,20.0mm,20.0mm / 20.0mm,,Low,60.0,16 Mains/18 Crosses,"7T,9T,7H,9H",53-64,,20.0mm/20.0mm / 20.0mm,-4,93.0,11.9,20.0,0.0,27.0,58.5,16.0,18.0,3.096774193548387,515,0.0,Premier Tour,https://www.ebay.com/sch/i.html?_nkw=Head+Premier+Tour+,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Premier+Tour+),92.86462385216852,11.948578469815759,20.299247272010447,-3.531623112289542,3.068180344410511,328.8961556784883,59.65327075053778,-1.0,0.7333333333333331,-0.14285714285714285,-1.0,-1.0,0.17741935483870913,0.5789473684210527,Head Premier Tour 
516,571,Head Prestige Classic Midsize,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.30 oz / 349 g,7pts HL,323.0,19.0mm,19.0mm / 19.0mm,Graphite,Low,60.0,18 Mains/20 Crosses,"8T,10T,8H,10H",48-58,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.3,19.0,0.0,27.0,53.0,18.0,20.0,3.870967741935484,516,0.0,Prestige Classic Midsize,https://www.ebay.com/sch/i.html?_nkw=Head+Prestige+Classic+Midsize,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Prestige+Classic+Midsize),92.70162517138954,12.331444740668257,18.913344373797706,-7.092465611892147,3.872737198474,322.8214719714513,60.25318358067062,-1.0,1.0,-0.5714285714285714,-1.0,-1.2857142857142858,2.5967741935483852,0.2631578947368421,Head Prestige Classic Midsize
517,573,HEAD YOUTEK Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.20 oz / 346 g,7pts HL,328.0,19.0mm,19.0mm / 19.0mm,Graphite / d3o,Low,63.0,18 Mains/20 Crosses,"8T,10T,8H,10H",52-62,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.2,19.0,0.0,27.0,57.0,18.0,20.0,3.870967741935484,517,0.0,HEAD YOUTEK Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=HEAD+YOUTEK+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=HEAD+YOUTEK+Prestige+Mid),93.49618930611253,12.192566956255497,19.11781873825575,-6.806833159750797,3.8683982883115835,328.05165594755266,62.59536326938995,-1.0,0.9333333333333323,-0.5714285714285714,-0.5,-1.2857142857142858,2.5967741935483852,0.5263157894736842,HEAD YOUTEK Prestige Mid
518,574,HEAD Youtek IG Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,12.30 oz / 349 g,7pts HL,317.0,19.0mm,19.0mm / 19.0mm,Graphite / Innegra / d3o,Low,63.0,18 Mains/20 Crosses,"8T,10T,8H,10H",48-57,,19.0mm/19.0mm / 19.0mm,-7,93.0,12.3,19.0,0.0,27.0,52.5,18.0,20.0,3.870967741935484,518,0.0,HEAD Youtek IG Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=HEAD+Youtek+IG+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=HEAD+Youtek+IG+Prestige+Mid),92.51792743076062,12.268242046632645,19.334417291467958,-7.3069027858362645,3.82361585901369,317.06762717702,62.99561828346586,-1.0,1.0,-0.5714285714285714,-0.5,-1.2857142857142858,2.5967741935483852,-0.05263157894736842,HEAD Youtek IG Prestige Mid
519,575,Head Graphene Prestige Rev Pro,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,5pts HL,329.0,20.0mm,20.0mm / 20.0mm,Graphene,Low,61.0,16 Mains/19 Crosses,8T 8H,48-57,,20.0mm/20.0mm / 20.0mm,-5,93.0,11.2,20.0,0.0,27.0,52.5,16.0,19.0,3.2688172043010755,519,0.0,Graphene Prestige Rev Pro,https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Prestige+Rev+Pro,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Prestige+Rev+Pro),93.13411894274826,11.158886891069333,19.827872510425458,-5.050777447017059,3.3111467031548143,328.87577170927545,60.71635679364558,-1.0,0.2666666666666657,-0.2857142857142857,-0.8333333333333334,-1.0,0.7150537634408601,0.5789473684210527,Head Graphene Prestige Rev Pro
520,576,Head Graphene Touch Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,7pts HL,326.0,20.0mm,20.0mm / 20.0mm,Graphene Touch/Graphite,Low,61.0,16 Mains/19 Crosses,"8T,8H",48-57,,20.0mm/20.0mm / 20.0mm,-7,93.0,11.9,20.0,0.0,27.0,52.5,16.0,19.0,3.2688172043010755,520,0.0,Graphene Touch Prestige Mid,https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+Mid,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+Mid),92.94047589938842,11.856599351184537,19.849569641746346,-7.424813419000502,3.295682630355273,326.2839262790174,60.78501956991495,-1.0,0.7333333333333331,-0.5714285714285714,-0.8333333333333334,-1.0,0.7150537634408601,0.42105263157894735,Head Graphene Touch Prestige Mid
521,577,Head Graphene 360+ Prestige Mid,Head,TWRF,93 sq. in. / 600 sq. cm.,27.00 inches / 68.58 cm,11.80 oz / 335 g,7pts HL,328.0,20.0mm,20.0mm / 20.0mm,Graphene 360+/Graphite,Low,65.0,16 Mains/19 Crosses,"8T,8H",48-57,http://www.tennis-warehouse.com/descpage-HPRMIR.html,20.0mm/20.0mm / 20.0mm,-7,93.0,11.8,20.0,0.0,27.0,52.5,16.0,19.0,3.2688172043010755,521,0.0,Graphene 360+ Prestige Mid,http://www.tennis-warehouse.com/descpage-HPRMIR.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-HPRMIR.html),92.8802894137602,11.754937097609279,20.312666139014947,-7.272761154962928,3.243069546729477,327.76485894968994,64.66445794788862,-1.0,0.6666666666666666,-0.5714285714285714,-0.16666666666666666,-1.0,0.7150537634408601,0.5263157894736842,Head Graphene 360+ Prestige Mid
522,578,Head Graphene Touch Prestige MP,Head,TWRF,95 sq. in. / 613 sq. cm.,27.00 inches / 68.58 cm,11.90 oz / 337 g,6pts HL,321.0,21.0mm,21.0mm / 21.0mm,Graphene Touch/Graphite,Low,65.0,18 Mains/20 Crosses,"9T,8H,10H",48-57,,21.0mm/21.0mm / 21.0mm,-6,95.0,11.9,21.0,0.0,27.0,52.5,18.0,20.0,3.789473684210526,522,0.0,Graphene Touch Prestige MP,https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+MP,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+MP),94.87444140927191,11.93661357801318,21.146776344575542,-5.931383573978078,3.8134393471474013,321.1036880986125,65.18407472333385,-0.7142857142857143,0.7333333333333331,-0.42857142857142855,-0.16666666666666666,-0.7142857142857143,2.342105263157892,0.15789473684210525,Head Graphene Touch Prestige MP
523,579,Head Graphene Touch Prestige Pro,Head,TWRF,95 sq. in. / 613 sq. cm.,27.00 inches / 68.58 cm,11.60 oz / 329 g,6pts HL,322.0,22.0mm,22.0mm / 22.0mm,Graphene Touch/Graphite,Low-Medium,63.0,16 Mains/19 Crosses,"8T,8H",48-57,,22.0mm/22.0mm / 22.0mm,-6,95.0,11.6,22.0,0.5,27.0,52.5,16.0,19.0,3.2,523,0.0,Graphene Touch Prestige Pro,https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+Pro,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=Head+Graphene+Touch+Prestige+Pro),95.49185372105842,11.600451821548456,22.17751085531858,-6.434326631366526,3.2445424174293542,322.4587075398288,63.30880164183559,-0.7142857142857143,0.5333333333333327,-0.42857142857142855,-0.5,-0.42857142857142855,0.5,0.21052631578947367,Head Graphene Touch Prestige Pro
524,580,Head Graphene 360+ Prestige Pro,Head,TWRF,95 sq. in. / 613 sq. cm.,27.00 inches / 68.58 cm,11.80 oz / 335 g,6pts HL,327.0,22.0mm,22.0mm / 22.0mm,Graphene 360+/Graphite,Low-Medium,65.0,16 Mains/19 Crosses,"8T,8H",48-57,http://www.tennis-warehouse.com/descpage-HPREPR.html,22.0mm/22.0mm / 22.0mm,-6,95.0,11.8,22.0,0.5,27.0,52.5,16.0,19.0,3.2,524,0.0,Graphene 360+ Prestige Pro,http://www.tennis-warehouse.com/descpage-HPREPR.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-HPREPR.html),94.71221829687474,11.806806132645173,22.3358826665392,-5.850381159531659,3.226026051274374,326.59207539344226,65.3415077761845,-0.7142857142857143,0.6666666666666666,-0.42857142857142855,-0.16666666666666666,-0.42857142857142855,0.5,0.47368421052631576,Head Graphene 360+ Prestige Pro
