,orig_index,raw_name,Manufacturer,Source,Head Size,Length,Strung Weight,Balance,Swingweight,Beam Width,Tip/Shaft,Composition,Power Level,Stiffness,String Pattern,Main Skip,String Tension,tw_url,Merged Beam Width,Balance (pts),Head Size (in),Strung Weight (oz),Beam Width (avg. mm),Power Level (0-2),Length (in),String Tension (avg. lbs.),Mains,Crosses,String Density (X/in2),ID,Distance,Model,url,Current/Old Models,link,Head Size (in) jittered,Strung Weight (oz) jittered,Beam Width (avg. mm) jittered,Balance (pts) jittered,String Density (X/in2) jittered,Swingweight jittered,Stiffness jittered,Head Size (in) normed,Strung Weight (oz) normed,Balance (pts) normed,Stiffness normed,Beam Width (avg. mm) normed,String Density (X/in2) normed,Swingweight normed,Name
1108,1208,ProKennex Heritage Edition Type C Redondo Midplus,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.10 oz / 343 g,10pts HL,324.0,20.0mm,20.0mm / 20.0mm,100% Graphite,Low,57.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-65,http://www.tennis-warehouse.com/descpage-KTCRMP.html,20.0mm/20.0mm / 20.0mm,-10,98.0,12.1,20.0,0.0,27.0,57.5,18.0,20.0,3.673469387755102,1108,0.0,Heritage Edition Type C Redondo Midplus,http://www.tennis-warehouse.com/descpage-KTCRMP.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-KTCRMP.html),97.69177073215808,12.075305862234952,20.137164979847586,-10.341011911659546,3.67539311861053,324.22688413907787,57.374985514453655,-0.2857142857142857,0.8666666666666659,-1.0,-1.5,-1.0,1.9795918367346923,0.3157894736842105,ProKennex Heritage Edition Type C Redondo Midplus
1109,1209,ProKennex Black Ace 98,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.70 oz / 332 g,4pts HL,331.0,19.0mm,19.0mm / 19.0mm,100% Ultra-High Modulus Graphite,Low-Medium,58.0,18 Mains/20 Crosses,"8T,10T,8H,10T",55-68,,19.0mm/19.0mm / 19.0mm,-4,98.0,11.7,19.0,0.5,27.0,61.5,18.0,20.0,3.673469387755102,1109,0.0,Black Ace 98,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Black+Ace+98,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Black+Ace+98),98.39104841897262,11.696280988167917,19.190091071888673,-3.8972902290893794,3.7134778946029194,331.31317731686994,58.2419525896195,-0.2857142857142857,0.5999999999999991,-0.14285714285714285,-1.3333333333333333,-1.2857142857142858,1.9795918367346923,0.6842105263157895,ProKennex Black Ace 98
1110,1210,ProKennex Q Tour 2013,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.20 oz / 346 g,8pts HL,327.0,20.5mm,20.5mm / 20.5mm,Spiral Tech Carbon,Low,63.0,18 Mains/20 Crosses,8T 10T 8H 10H,55-68,,20.5mm/20.5mm / 20.5mm,-8,98.0,12.2,20.5,0.0,27.0,61.5,18.0,20.0,3.673469387755102,1110,0.0,Q Tour 2013,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q+Tour+2013,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q+Tour+2013),98.0592367571547,12.189102529597912,20.7677032613505,-8.480778621386769,3.6615135631865017,327.4294933480143,63.43390116596917,-0.2857142857142857,0.9333333333333323,-0.7142857142857143,-0.5,-0.8571428571428571,1.9795918367346923,0.47368421052631576,ProKennex Q Tour 2013
1111,1211,ProKennex Black Ace 98,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.70 oz / 332 g,4pts HL,331.0,19.0mm,19.0mm / 19.0mm,100% Ultra-High Modulus Graphite,Low-Medium,58.0,18 Mains/20 Crosses,8T 10T 8H 10H,55-68,,19.0mm/19.0mm / 19.0mm,-4,98.0,11.7,19.0,0.5,27.0,61.5,18.0,20.0,3.673469387755102,1111,0.0,Black Ace 98,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Black+Ace+98,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Black+Ace+98),97.88801942348522,11.74914775548906,19.003558187605734,-3.8512727257381854,3.632412447945416,330.6995277042129,57.770063005693636,-0.2857142857142857,0.5999999999999991,-0.14285714285714285,-1.3333333333333333,-1.2857142857142858,1.9795918367346923,0.6842105263157895,ProKennex Black Ace 98
1112,1212,ProKennex Ki Q Tour (300),ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,7pts HL,316.0,21.0mm,21.0mm / 21.0mm,High Modulus Graphite /Spiral Tech Carbon,Low-Medium,63.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,,21.0mm/21.0mm / 21.0mm,-7,98.0,11.2,21.0,0.5,27.0,57.5,16.0,19.0,3.1020408163265305,1112,0.0,Ki Q Tour (300),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+(300),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+(300)),98.09641900666496,11.203403577553441,21.278579238065443,-6.968757220742147,3.1022628318779497,315.84943114160194,62.886349891463226,-0.2857142857142857,0.2666666666666657,-0.5714285714285714,-0.5,-0.7142857142857143,0.19387755102040755,-0.10526315789473684,ProKennex Ki Q Tour (300)
1113,1213,ProKennex Q Tour (300),ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,7pts HL,316.0,21.0mm,21.0mm / 21.0mm,High Modulus Graphite /Spiral Tech Carbon,Low-Medium,63.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,,21.0mm/21.0mm / 21.0mm,-7,98.0,11.2,21.0,0.5,27.0,57.5,16.0,19.0,3.1020408163265305,1113,0.0,Q Tour (300),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q+Tour+(300),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q+Tour+(300)),98.39837487062569,11.222033431025734,21.2357555923757,-6.74550681372519,3.1377277457909667,316.43874280890685,62.680422522263534,-0.2857142857142857,0.2666666666666657,-0.5714285714285714,-0.5,-0.7142857142857143,0.19387755102040755,-0.10526315789473684,ProKennex Q Tour (300)
1114,1214,ProKennex Q5 X,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.50 inches / 69.85 cm,11.70 oz / 332 g,8pts HL,330.0,22.5mm,22.5mm / 22.5mm,Spiral Tech Carbon,Low-Medium,65.0,16 Mains/20 Crosses,"8T,8H",50-65,,22.5mm/22.5mm / 22.5mm,-8,98.0,11.7,22.5,0.5,27.5,57.5,16.0,20.0,3.2653061224489797,1114,0.0,Q5 X,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q5+X,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q5+X),97.68269633399507,11.688627525824122,22.190305915087457,-8.100747829821191,3.264849786961943,329.70962094302666,64.7505482311531,-0.2857142857142857,0.5999999999999991,-0.7142857142857143,-0.16666666666666666,-0.2857142857142857,0.7040816326530607,0.631578947368421,ProKennex Q5 X
1115,1215,ProKennex Ki Q+Tour (300),ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.10 oz / 315 g,6pts HL,323.0,19.5mm,19.5mm / 19.5mm,High Modulus Graphite/SpiralTech Carbon,Low,63.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,,19.5mm/19.5mm / 19.5mm,-6,98.0,11.1,19.5,0.0,27.0,57.5,16.0,19.0,3.1020408163265305,1115,0.0,Ki Q+Tour (300),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+(300),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+(300)),97.88689347856467,11.08849402612363,19.69426080080359,-5.862316821248974,3.1180316681257465,323.42457170369426,63.197180905587615,-0.2857142857142857,0.1999999999999993,-0.42857142857142855,-0.5,-1.1428571428571428,0.19387755102040755,0.2631578947368421,ProKennex Ki Q+Tour (300)
1116,1216,ProKennex Ki Q+Tour Pro (325),ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.00 oz / 340 g,7pts HL,327.0,19.5mm,19.5mm / 19.5mm,High Modulus Graphite/SpiralTech Carbon,Low,64.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-65,,19.5mm/19.5mm / 19.5mm,-7,98.0,12.0,19.5,0.0,27.0,57.5,18.0,20.0,3.673469387755102,1116,0.0,Ki Q+Tour Pro (325),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+Pro+(325),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q+Tour+Pro+(325)),98.13090830519089,11.974777410212987,19.349518590760557,-6.7373187241939645,3.657784635167407,327.0355958348209,64.31817902660747,-0.2857142857142857,0.7999999999999995,-0.5714285714285714,-0.3333333333333333,-1.1428571428571428,1.9795918367346923,0.47368421052631576,ProKennex Ki Q+Tour Pro (325)
1117,1217,ProKennex Ki Q+Tour Pro (325) - 2019,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,12.00 oz / 340 g,7pts HL,327.0,19.5mm,19.5mm / 19.5mm,High Modulus Graphite/SpiralTech Carbon,Low,64.0,18 Mains/20 Crosses,"8T,10T,8H,10H",50-65,http://www.tennis-warehouse.com/descpage-PK25TP.html,19.5mm/19.5mm / 19.5mm,-7,98.0,12.0,19.5,0.0,27.0,57.5,18.0,20.0,3.673469387755102,1117,0.0,Ki Q+Tour Pro (325) - 2019,http://www.tennis-warehouse.com/descpage-PK25TP.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-PK25TP.html),98.30354835148077,11.996845407701164,19.980927320203296,-6.7922529384404715,3.661485565843719,327.20527987388056,63.80840164818955,-0.2857142857142857,0.7999999999999995,-0.5714285714285714,-0.3333333333333333,-1.1428571428571428,1.9795918367346923,0.47368421052631576,ProKennex Ki Q+Tour Pro (325) - 2019
1118,1218,ProKennex Ki Q+Tour Pro (315) - 2019,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.70 oz / 332 g,6pts HL,321.0,19.5mm,19.5mm / 19.5mm,High Modulus Graphite/SpiralTech Carbon,,64.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,http://www.tennis-warehouse.com/descpage-PK15TP.html,19.5mm/19.5mm / 19.5mm,-6,98.0,11.7,19.5,9999.9999,27.0,57.5,16.0,19.0,3.1020408163265305,1118,0.0,Ki Q+Tour Pro (315) - 2019,http://www.tennis-warehouse.com/descpage-PK15TP.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-PK15TP.html),98.05738142385769,11.706664311853187,19.89310623440175,-5.895589926475916,3.1313433100848322,320.6415378410078,63.618450248271124,-0.2857142857142857,0.5999999999999991,-0.42857142857142855,-0.3333333333333333,-1.1428571428571428,0.19387755102040755,0.15789473684210525,ProKennex Ki Q+Tour Pro (315) - 2019
1119,1219,ProKennex Ki Q+Tour - 2019,ProKennex,TWRF,98 sq. in. / 632 sq. cm.,27.00 inches / 68.58 cm,11.10 oz / 315 g,6pts HL,323.0,19.5mm,19.5mm / 19.5mm,High Modulus Graphite/SpiralTech Carbon,,63.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,http://www.tennis-warehouse.com/descpage-PKQT19.html,19.5mm/19.5mm / 19.5mm,-6,98.0,11.1,19.5,9999.9999,27.0,57.5,16.0,19.0,3.1020408163265305,1119,0.0,Ki Q+Tour - 2019,http://www.tennis-warehouse.com/descpage-PKQT19.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-PKQT19.html),97.61936752600616,11.08172160952735,19.56519716746732,-5.625407560475164,3.137743634467567,322.9095624555978,63.481250644852025,-0.2857142857142857,0.1999999999999993,-0.42857142857142855,-0.5,-1.1428571428571428,0.19387755102040755,0.2631578947368421,ProKennex Ki Q+Tour - 2019
1120,1220,ProKennex Kinetic Pro 11g,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.50 inches / 69.85 cm,10.20 oz / 289 g,1pts HH,324.0,0.0mm,24.0mm / 17.0mm,100% Ultra High Modulus Graphite with Kinetic System Technology,Low-Medium,66.0,16 Mains/19 Crosses,"7T,9T,7H,9H",52-68,,0.0mm/24.0mm / 17.0mm,1,100.0,10.2,20.5,0.5,27.5,60.0,16.0,19.0,3.04,1120,0.0,Kinetic Pro 11g,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+Pro+11g,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+Pro+11g),99.6103533269901,10.176238695352483,20.698503547208983,0.7567886253184288,3.0304356876294096,324.0187140715873,65.98498748685576,0.0,-0.40000000000000097,0.5714285714285714,0.0,-0.8571428571428571,0.0,0.3157894736842105,ProKennex Kinetic Pro 11g
1121,1221,ProKennex Ki 10,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.90 oz / 309 g,2pts HL,312.0,0.0mm,24.5mm / 17.0mm,80% Ultra High Modulus Graphite/20% Kevlar with Ionic System Technology,Low-Medium,67.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-62,,0.0mm/24.5mm / 17.0mm,-2,100.0,10.9,20.75,0.5,27.0,56.0,16.0,19.0,3.04,1121,0.0,Ki 10,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10),99.59259264279639,10.868483922115043,20.504501210309044,-1.5200531445196046,3.078421411669313,312.3951031317,66.67912680550877,0.0,0.06666666666666643,0.14285714285714285,0.16666666666666666,-0.7857142857142857,0.0,-0.3157894736842105,ProKennex Ki 10
1122,1222,ProKennex Kinetic Ki Q5 (295g),ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.00 oz / 312 g,4pts HL,315.0,22.5mm,22.5mm / 22.5mm,Spiral Tech Carbon,Medium,66.0,16 Mains/20 Crosses,8T 8H,50-65,,22.5mm/22.5mm / 22.5mm,-4,100.0,11.0,22.5,1.0,27.0,57.5,16.0,20.0,3.2,1122,0.0,Kinetic Ki Q5 (295g),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+Ki+Q5+(295g),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+Ki+Q5+(295g)),99.8546217392844,10.999111790143324,22.541885301032682,-3.5729264124123317,3.207820191358486,315.20674048693945,65.82473988672918,0.0,0.13333333333333286,-0.14285714285714285,0.0,-0.2857142857142857,0.5,-0.15789473684210525,ProKennex Kinetic Ki Q5 (295g)
1123,1223,ProKennex QTour 295,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.95 oz / 310 g,5pts HL,319.0,22.5mm,22.5mm / 22.5mm,Spiral Tech Carbon,Low-Medium,57.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,,22.5mm/22.5mm / 22.5mm,-5,100.0,10.95,22.5,0.5,27.0,57.5,16.0,19.0,3.04,1123,0.0,QTour 295,https://www.ebay.com/sch/i.html?_nkw=ProKennex+QTour+295,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+QTour+295),99.76754096092529,10.935804187702015,22.920820347724362,-5.449485241068363,3.053398968639664,318.75784601940717,57.3173289613965,0.0,0.09999999999999905,-0.2857142857142857,-1.5,-0.2857142857142857,0.0,0.05263157894736842,ProKennex QTour 295
1124,1224,ProKennex Q5 (295),ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.00 oz / 312 g,5pts HL,313.0,22.5mm,22.5mm / 22.5mm,High Modulus Graphite /Spiral Tech Carbon,Low-Medium,66.0,16 Mains/20 Crosses,"8T, 8H",50-65,,22.5mm/22.5mm / 22.5mm,-5,100.0,11.0,22.5,0.5,27.0,57.5,16.0,20.0,3.2,1124,0.0,Q5 (295),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q5+(295),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Q5+(295)),100.12223703984388,10.993473400979695,22.482983056256803,-4.683281284313015,3.173866825326609,312.77074135123763,65.58157169677304,0.0,0.13333333333333286,-0.2857142857142857,0.0,-0.2857142857142857,0.5,-0.2631578947368421,ProKennex Q5 (295)
1125,1225,ProKennex Ki 10,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.70 oz / 303 g,4pts HL,313.0,25.0mm,24.0mm / 17.0mm,Spiral Tech Carbon Graphite,Low-Medium,66.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-65,,25.0mm/24.0mm / 17.0mm,-4,100.0,10.7,22.0,0.5,27.0,57.5,16.0,19.0,3.04,1125,0.0,Ki 10,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10),100.18064259652994,10.741030027479935,21.884435339811432,-3.7744722109680433,3.0214349612402773,313.1435271738209,66.1332061899784,0.0,-0.06666666666666761,-0.14285714285714285,0.0,-0.42857142857142855,0.0,-0.2631578947368421,ProKennex Ki 10
1126,1226,ProKennex Ki 5 (280),ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.50 oz / 298 g,4pts HL,314.0,22.0mm,22.0mm / 22.0mm,Spiral Tech Carbon Graphite,Low-Medium,68.0,16 Mains/20 Crosses,"8T,8H",50-65,,22.0mm/22.0mm / 22.0mm,-4,100.0,10.5,22.0,0.5,27.0,57.5,16.0,20.0,3.2,1126,0.0,Ki 5 (280),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5+(280),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5+(280)),99.79359680032007,10.45059986558687,22.124069972034157,-4.309842894557639,3.173680401034442,314.2439031376943,67.68420138329371,0.0,-0.20000000000000048,-0.14285714285714285,0.3333333333333333,-0.42857142857142855,0.5,-0.21052631578947367,ProKennex Ki 5 (280)
1127,1227,ProKennex Ki Q+ 5 (290),ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.80 oz / 306 g,3pts HL,316.0,21.5mm,21.5mm / 21.5mm,High Modulus Graphite/SpiralTech Carbon,Low-Medium,67.0,16 Mains/20 Crosses,"8T,8H",50-65,,21.5mm/21.5mm / 21.5mm,-3,100.0,10.8,21.5,0.5,27.0,57.5,16.0,20.0,3.2,1127,0.0,Ki Q+ 5 (290),https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q++5+(290),Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+Q++5+(290)),99.89862509071357,10.813873403747255,21.759851080244303,-2.5377230803378343,3.1995759636735577,315.6579694704188,66.63248014903805,0.0,0.0,0.0,0.16666666666666666,-0.5714285714285714,0.5,-0.10526315789473684,ProKennex Ki Q+ 5 (290)
1128,1228,ProKennex Ki Q+ 5 - 2019,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,10.80 oz / 306 g,3pts HL,316.0,21.5mm,21.5mm / 21.5mm,High Modulus Graphite/SpiralTech Carbon,Low-Medium,67.0,16 Mains/20 Crosses,"8T,8H",50-65,http://www.tennis-warehouse.com/descpage-PKQ5R.html,21.5mm/21.5mm / 21.5mm,-3,100.0,10.8,21.5,0.5,27.0,57.5,16.0,20.0,3.2,1128,0.0,Ki Q+ 5 - 2019,http://www.tennis-warehouse.com/descpage-PKQ5R.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-PKQ5R.html),99.81213438782123,10.801570713359443,21.319088717096257,-3.4695990442167215,3.16555248535596,316.1195328572914,66.87746071869289,0.0,0.0,0.0,0.16666666666666666,-0.5714285714285714,0.5,-0.10526315789473684,ProKennex Ki Q+ 5 - 2019
1129,1229,ProKennex Ki 10 PSE,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.50 oz / 326 g,3pts HL,330.0,0.0mm,24.5mm / 17.0mm,80% Ultra High Modulus Graphite/20% Kevlar with Ionic System Technology,Low-Medium,63.0,16 Mains/19 Crosses,"7T,9T,7H,9H",50-62,,0.0mm/24.5mm / 17.0mm,-3,100.0,11.5,20.75,0.5,27.0,56.0,16.0,19.0,3.04,1129,0.0,Ki 10 PSE,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10+PSE,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+10+PSE),99.7189391299959,11.513193505157897,21.051418420429506,-2.737681872401792,3.062944482978169,329.7954218115328,62.5709787178696,0.0,0.4666666666666662,0.0,-0.5,-0.7857142857142857,0.0,0.631578947368421,ProKennex Ki 10 PSE
1130,1230,ProKennex Heritage Edition Type R,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.70 oz / 332 g,4pts HL,322.0,22.0mm,22.0mm / 22.0mm,80% Graphite / 20% Kevlar,Low,58.0,16 Mains/20 Crosses,"8T,8H",54-68,,22.0mm/22.0mm / 22.0mm,-4,100.0,11.7,22.0,0.0,27.0,61.0,16.0,20.0,3.2,1130,0.0,Heritage Edition Type R,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+R,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+R),100.19748491635167,11.695389345455345,22.468393264099035,-3.704193102049449,3.1922980960627263,321.8576343897762,58.35313663580773,0.0,0.5999999999999991,-0.14285714285714285,-1.3333333333333333,-0.42857142857142855,0.5,0.21052631578947367,ProKennex Heritage Edition Type R
1131,1231,ProKennex Kinetic Pro 7g Midplus,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.50 inches / 69.85 cm,11.70 oz / 332 g,9pts HL,330.0,22.0mm,22.0mm / 22.0mm,100% Ultra High Modulus Graphite with Kinetic System Technology,Low-Medium,66.0,16 Mains/20 Crosses,"8T,8H",52-68,http://www.tennis-warehouse.com/descpage-P7G.html,22.0mm/22.0mm / 22.0mm,-9,100.0,11.7,22.0,0.5,27.5,60.0,16.0,20.0,3.2,1131,0.0,Kinetic Pro 7g Midplus,http://www.tennis-warehouse.com/descpage-P7G.html,Current Model,[TW](http://www.tennis-warehouse.com/descpage-P7G.html),100.43931441394977,11.732090114294428,22.12611946170244,-9.352055165686053,3.2465673434286058,329.9004742565404,65.86121326160097,0.0,0.5999999999999991,-0.8571428571428571,0.0,-0.42857142857142855,0.5,0.631578947368421,ProKennex Kinetic Pro 7g Midplus
1132,1232,ProKennex Ki 5,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.80 oz / 335 g,7pts HL,325.0,22.0mm,22.0mm / 22.0mm,100% Ultra High Modulus Graphite with Kinetic System Technology,Low-Medium,61.0,16 Mains/19 Crosses,"8T,8H",52-68,,22.0mm/22.0mm / 22.0mm,-7,100.0,11.8,22.0,0.5,27.0,60.0,16.0,19.0,3.04,1132,0.0,Ki 5,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5),99.64533907866769,11.774215389515772,22.216619207910956,-6.830371264281156,3.010496942859749,325.32803516812146,61.45983846986355,0.0,0.6666666666666666,-0.5714285714285714,-0.8333333333333334,-0.42857142857142855,0.0,0.3684210526315789,ProKennex Ki 5
1133,1233,ProKennex Heritage Edition Type SX,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.50 inches / 69.85 cm,11.40 oz / 323 g,6pts HL,319.0,0.0mm,24.0mm / 17.5mm,80% Graphite / 20% Kevlar,Low-Medium,66.0,16 Mains/19 Crosses,"7T,9T,7H,9H",58-68,,0.0mm/24.0mm / 17.5mm,-6,100.0,11.4,20.75,0.5,27.5,63.0,16.0,19.0,3.04,1133,0.0,Heritage Edition Type SX,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+SX,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+SX),99.89098734914161,11.434204349858287,20.31048828773379,-5.865856456294096,3.071876935872158,318.9397647049939,66.12257050455847,0.0,0.39999999999999974,-0.42857142857142855,0.0,-0.7857142857142857,0.0,0.05263157894736842,ProKennex Heritage Edition Type SX
1134,1234,ProKennex Heritage Edition Type S,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.20 oz / 318 g,6pts HL,310.0,0.0mm,24.0mm / 17.5mm,80% Graphite / 20% Kevlar,Low-Medium,68.0,16 Mains/19 Crosses,"7T,9T,7H,9H",58-68,,0.0mm/24.0mm / 17.5mm,-6,100.0,11.2,20.75,0.5,27.0,63.0,16.0,19.0,3.04,1134,0.0,Heritage Edition Type S,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+S,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Heritage+Edition+Type+S),99.50062290352083,11.172555396800552,20.837848123082008,-5.8938814464151275,3.0383495563316307,310.1533081599428,67.51595541891699,0.0,0.2666666666666657,-0.42857142857142855,0.3333333333333333,-0.7857142857142857,0.0,-0.42105263157894735,ProKennex Heritage Edition Type S
1135,1235,ProKennex Ki 5 PSE,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,12.90 oz / 366 g,9pts HL,345.0,22.0mm,22.0mm / 22.0mm,100% Ultra High Modulus Graphite with Kinetic System Technology,Low-Medium,63.0,16 Mains/20 Crosses,"8T,8H",52-68,,22.0mm/22.0mm / 22.0mm,-9,100.0,12.9,22.0,0.5,27.0,60.0,16.0,20.0,3.2,1135,0.0,Ki 5 PSE,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5+PSE,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Ki+5+PSE),99.66103681762894,12.88397421604364,21.90733508209169,-9.313514441218814,3.2418875433029797,345.19379067315447,63.1488341353753,0.0,1.3999999999999997,-0.8571428571428571,-0.5,-0.42857142857142855,0.5,1.4210526315789473,ProKennex Ki 5 PSE
1136,1236,ProKennex Kinetic 15g,ProKennex,TWRF,100 sq. in. / 645 sq. cm.,27.00 inches / 68.58 cm,11.30 oz / 320 g,7pts HL,318.0,0.0mm,25.0mm / 0.0mm,100% Ultra High Modulus Graphite with Kinetic System Technology,Medium,71.0,16 Mains/19 Crosses,"7T,9T,8H",55-68,,0.0mm/25.0mm / 0.0mm,-7,100.0,11.3,25.0,1.0,27.0,61.5,16.0,19.0,3.04,1136,0.0,Kinetic 15g,https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+15g,Old Model,[eBay](https://www.ebay.com/sch/i.html?_nkw=ProKennex+Kinetic+15g),99.75090768062371,11.308801136586364,25.300592869181074,-7.34616851703153,3.025807073485701,317.73749863768154,71.39410047030673,0.0,0.3333333333333333,-0.5714285714285714,0.8333333333333334,0.42857142857142855,0.0,0.0,ProKennex Kinetic 15g
